CountryCode,WHOSIS_000001,NCD_BMI_30A,MH_12,UHC_AVAILABILITY_SCORE,VIOLENCE_HOMICIDERATE,WHS3_49,NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,had_polio,EG_ELC_ACCS_ZS,EN_ATM_PM25_MC_ZS,NY_GDP_PCAP_KD,SH_DYN_MORT,SH_H2O_BASW_ZS,SP_RUR_TOTL_ZS,poor,rich
TZA,65.3562,8.0,8.23,86.11111,8.46444,0.0,39.7,0,26.1706371307373,100.0,928.806457519531,58.1,52.96379459,68.383,1.0,0.0
THA,77.41125,9.4,7.15,83.33333,5.21566,0.0,22.7,0,99.5999984741211,100.0,5708.79692481031,10.8,99.25917058,52.306,0.0,0.0
TLS,68.86667,3.6,4.38,75.0,4.08796,0.0,27.7,0,67.2815322875977,100.0,1322.3009129909,50.2,75.25010371,70.51,1.0,0.0
TGO,61.9192,8.1,16.6917,83.33333,9.46161,0.0,46.7,0,44.647590637207,100.0,559.445746549378,75.9,63.63712635,59.9,1.0,0.0
TON,72.33002,47.5,5.3,63.19444,3.65516,,27.6,0,100.0,100.0,4117.96071656001,12.4,98.54970535,76.725,1.0,0.0
TTO,74.61483,18.0,9.54,54.16667,36.46804,,17.4,0,100.0,100.0,18389.5310320673,19.3,98.13617765,46.681,0.0,0.0
TUN,76.69955,26.3,3.03,91.66667,3.29239,0.0,30.8,0,99.9000015258789,100.0,3960.97532992845,17.2,94.8454551,31.944,1.0,0.0
TUR,77.79037,31.5,2.26,77.08333,4.89076,0.0,29.4,0,100.0,100.0,10851.9541305658,13.0,96.25615912,26.389,0.0,0.0
TKM,69.11091,18.0,6.62,71.52778,4.08149,0.0,25.4,0,100.0,100.0,6208.2966545016,42.2,97.65894431,49.683,0.0,0.0
TUV,,50.9,,45.13889,,,26.5,0,98.0148849487305,,3384.35777601473,26.0,100.0,40.27,1.0,0.0
UGA,64.46594,5.0,11.0416,72.22222,13.18713,0.0,31.5,0,18.5,100.0,864.18006234671,55.7,47.84155836,77.94,1.0,0.0
UKR,72.2022,23.7,17.8746,64.58333,6.89819,2.0,15.5,1,100.0,100.0,2124.66235351563,9.5,93.65690669,30.939,1.0,0.0
ARE,75.31077,31.0,5.25,70.83333,0.82217,0.0,23.7,0,100.0,100.0,41525.1389031283,7.6,99.97133247,14.326,0.0,1.0
GBR,80.65246,27.2,7.81,64.58333,1.3457,0.0,9.9,0,100.0,71.9634942035637,45071.0743234873,4.5,100.0000015,17.374,0.0,1.0
USA,78.55634,35.6,12.8624,77.08333,5.72318,0.0,10.7,0,100.0,8.46530650743068,56762.7294515989,6.8,99.44715776,18.329,0.0,1.0
URY,77.03117,27.5,16.6639,82.63889,8.02657,0.0,13.8,0,99.7094802856445,26.4441570195712,15655.936997552,8.9,99.13139756,4.955,0.0,0.0
UZB,71.44585,16.0,9.2,67.36111,1.86196,0.0,26.3,0,100.0,100.0,2753.97107219949,19.3,97.52857826,49.25,1.0,0.0
VUT,64.63885,24.5,21.1806,36.80556,2.49408,,25.2,0,52.2051010131836,99.9999999989334,2643.88608538737,28.2,89.98817649,75.039,1.0,0.0
VEN,74.65737,25.2,2.37,59.72222,61.17792,0.0,21.9,0,100.0,99.9950831613335,,19.1,94.57127501,11.846,0.0,0.0
VNM,73.16457,2.0,7.61,76.38889,1.79434,0.0,18.0,0,99.8213043212891,100.0,2595.23497870737,21.8,93.32806058,66.191,1.0,0.0
YEM,67.46812,16.5,6.8,50.69444,8.57998,0.0,61.3,0,67.3109283447266,100.0,1488.41648208462,60.7,55.77886863,65.223,1.0,0.0
ZMB,60.49665,7.7,17.2602,80.55556,6.76951,0.0,30.7,0,31.1000003814697,100.0,1307.90964916032,67.7,61.33874628,58.093,1.0,0.0
ZWE,58.47603,15.2,30.7352,75.0,13.43061,0.0,29.1,0,33.7000007629395,100.0,1410.32917419555,61.3,64.95492911,67.615,1.0,0.0
MCO,,,,34.02778,,0.0,11.3,0,100.0,,170337.924412652,3.5,100.0,0.0,0.0,1.0
SMR,,,,25.69444,,0.0,11.4,0,100.0,,42281.643467688,2.2,100.0,3.261,0.0,1.0
SSD,61.98944,,6.41,48.61111,14.64944,0.0,34.8,0,4.60133981704712,100.0,1071.77776475545,97.9,41.24750946,81.148,1.0,0.0
SDN,67.93808,,4.89,57.63889,6.21446,0.0,36.3,0,46.9031066894531,100.0,2226.42163085938,65.9,58.95025332,66.106,1.0,0.0
